id,Nazwa produktu,Producent,id,actual,Jednostka ceny,Waga,Średnica,Długość,Szerokość,Wysokość,Grubość,Typ pakowania,Jednostki zakupu ,
201,RIGITONE 12/25q,RIGIPS,1032,1,M2,7.99,,2000,1200,,12.5,,1,pełna paleta
201,RIGITONE 12/25q,RIGIPS,1033,1,M2,7.99,,2000,1200,,12.5,,1,pełna paleta
202,BIG QUATTRO Nr 40,RIGIPS,1034,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
203,BIG QUATTRO Nr 41,RIGIPS,1035,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
204,BIG QUATTRO Nr 42,RIGIPS,1036,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
205,BIG QUATTRO Nr 44,RIGIPS,1037,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
206,BIG QUATTRO Nr 46,RIGIPS,1038,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
207,BIG QUATTRO Nr 47,RIGIPS,1039,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
208,BIG QUATTRO Nr 71,RIGIPS,1040,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
209,BIG LINE Nr 6,RIGIPS,1041,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
210,BIG SIXTO Nr 63,RIGIPS,1042,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
211,CASOROC,RIGIPS,1043,1,M2,6.2,,600,600,,8,,1,pełna paleta
211,CASOROC,RIGIPS,1044,1,M2,6.2,,1200,600,,8,,1,pełna paleta
212,CASOSTAR,RIGIPS,1045,1,M2,6.2,,600,600,,8,,1,pełna paleta
212,CASOSTAR,RIGIPS,1046,1,M2,6.2,,1200,600,,8,,1,pełna paleta
213,CASOBIANCA,RIGIPS,1047,1,M2,6.2,,600,600,,8,,1,pełna paleta
213,CASOBIANCA,RIGIPS,1048,1,M2,6.2,,1200,600,,8,,1,pełna paleta
214,GYPREX Alba,RIGIPS,1049,1,M2,7.48,,600,600,,9.5,,1,pełna paleta
215,GYPREX Asepta/Bio,RIGIPS,1050,1,M2,6.9,,600,600,,8,,1,pełna paleta
215,GYPREX Asepta/Bio,RIGIPS,1051,1,M2,6.9,,600,600,,8,,1,pełna paleta
216,BASE 31,RIGIPS,1052,1,M2,8,,600,600,,10,,1,pełna paleta
216,BASE 31,RIGIPS,1053,1,M2,8,,1200,600,,10,,1,pełna paleta
216,BASE 31,RIGIPS,1065,1,M2,7.66,,600,600,,10,,1,pełna paleta
216,BASE 31,RIGIPS,1069,1,M2,7.66,,600,600,,10,,1,pełna paleta
216,BASE 31,RIGIPS,1078,1,M2,9.15,,600,600,,12.5,,1,pełna paleta
217,LINE 4,RIGIPS,1054,1,M2,6.56,,600,600,,10,,1,pełna paleta
217,LINE 4,RIGIPS,1055,1,M2,6.56,,1200,600,,10,,1,pełna paleta
217,LINE 4,RIGIPS,1070,1,M2,6.22,,600,600,,10,,1,pełna paleta
217,LINE 4,RIGIPS,1079,1,M2,7.5,,600,600,,12.5,,1,pełna paleta
218,POINT 11,RIGIPS,1056,1,M2,7.04,,600,600,,10,,1,pełna paleta
218,POINT 11,RIGIPS,1057,1,M2,7.04,,1200,600,,10,,1,pełna paleta
218,POINT 11,RIGIPS,1066,1,M2,6.7,,600,600,,10,,1,pełna paleta
218,POINT 11,RIGIPS,1071,1,M2,6.7,,600,600,,10,,1,pełna paleta
218,POINT 11,RIGIPS,1080,1,M2,8.05,,600,600,,12.5,,1,pełna paleta
219,POINT 12,RIGIPS,1058,1,M2,7.58,,600,600,,10,,1,pełna paleta
219,POINT 12,RIGIPS,1072,1,M2,7.24,,600,600,,10,,1,pełna paleta
219,POINT 12,RIGIPS,1081,1,M2,8.69,,600,600,,12.5,,1,pełna paleta
220,POINT 80,RIGIPS,1059,1,M2,5.3,,600,600,,8,,1,pełna paleta
221,QUATTRO 20,RIGIPS,1060,1,M2,6.56,,600,600,,10,,1,pełna paleta
221,QUATTRO 20,RIGIPS,1067,1,M2,6.22,,600,600,,10,,1,pełna paleta
221,QUATTRO 20,RIGIPS,1073,1,M2,6.22,,600,600,,10,,1,pełna paleta
221,QUATTRO 20,RIGIPS,1082,1,M2,7.5,,600,600,,12.5,,1,pełna paleta
222,QUATTRO 22,RIGIPS,1061,1,M2,7.26,,600,600,,10,,1,pełna paleta
222,QUATTRO 22,RIGIPS,1074,1,M2,7.17,,600,600,,10,,1,pełna paleta
222,QUATTRO 22,RIGIPS,1083,1,M2,8.33,,600,600,,12.5,,1,pełna paleta
223,QUATTRO 50,RIGIPS,1062,1,M2,6.56,,600,600,,10,,1,pełna paleta
223,QUATTRO 50,RIGIPS,1068,1,M2,6.22,,600,600,,10,,1,pełna paleta
223,QUATTRO 50,RIGIPS,1075,1,M2,6.22,,600,600,,10,,1,pełna paleta
223,QUATTRO 50,RIGIPS,1084,1,M2,7.5,,600,600,,12.5,,1,pełna paleta
224,QUATTRO 70,RIGIPS,1063,1,M2,5.24,,600,600,,10,,1,pełna paleta
224,QUATTRO 70,RIGIPS,1076,1,M2,5.2,,600,600,,10,,1,pełna paleta
224,QUATTRO 70,RIGIPS,1085,1,M2,7.94,,600,600,,12.5,,1,pełna paleta
225,SIXTO 60,RIGIPS,1064,1,M2,6.64,,600,600,,10,,1,pełna paleta
225,SIXTO 60,RIGIPS,1077,1,M2,6.97,,600,600,,10,,1,pełna paleta
225,SIXTO 60,RIGIPS,1086,1,M2,7.6,,600,600,,12.5,,1,pełna paleta
226,PLANK LINE 8,RIGIPS,1087,1,M2,8,,1800,300,,12.5,,1,pełna paleta
226,PLANK LINE 8,RIGIPS,1088,1,M2,8,,2400,300,,12.5,,1,pełna paleta
227,PLANK POINT 15,RIGIPS,1089,1,M2,8,,1800,300,,12.5,,1,pełna paleta
227,PLANK POINT 15,RIGIPS,1090,1,M2,8,,2400,300,,12.5,,1,pełna paleta
228,PLANK QUATTRO 55,RIGIPS,1091,1,M2,8,,1800,300,,12.5,,1,pełna paleta
228,PLANK QUATTRO 55,RIGIPS,1092,1,M2,8,,2400,300,,12.5,,1,pełna paleta
229,PLANK QUATTRO 75,RIGIPS,1093,1,M2,8,,1800,300,,12.5,,1,pełna paleta
229,PLANK QUATTRO 75,RIGIPS,1094,1,M2,8,,2400,300,,12.5,,1,pełna paleta
230,PLANK BASE 33,RIGIPS,1095,1,M2,8,,1800,300,,12.5,,1,pełna paleta
230,PLANK BASE 33,RIGIPS,1096,1,M2,8,,2400,300,,12.5,,1,pełna paleta
257,CW 50 ULTRASTIL®,RIGIPS,1133,1,M,0.73,,2600,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1134,1,M,0.73,,3000,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1135,1,M,0.73,,3500,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1136,1,M,0.73,,4000,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1137,1,M,0.73,,4500,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1138,1,M,0.73,,2600,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1139,1,M,0.73,,3000,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1140,1,M,0.73,,3500,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1141,1,M,0.73,,4000,,,,,192,szt
257,CW 50 ULTRASTIL®,RIGIPS,1142,1,M,0.73,,4500,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1143,1,M,0.84,,2600,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1144,1,M,0.84,,3000,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1145,1,M,0.84,,3500,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1146,1,M,0.84,,4000,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1147,1,M,0.84,,4500,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1148,1,M,0.84,,5000,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1149,1,M,0.84,,5500,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1150,1,M,0.84,,6000,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1151,1,M,0.84,,2600,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1152,1,M,0.84,,3000,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1153,1,M,0.84,,3500,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1154,1,M,0.84,,4000,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1155,1,M,0.84,,4500,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1156,1,M,0.84,,5000,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1157,1,M,0.84,,5500,,,,,192,szt
258,CW 75 ULTRASTIL®,RIGIPS,1158,1,M,0.84,,6000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1159,1,M,0.96,,2600,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1160,1,M,0.96,,3000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1161,1,M,0.96,,3500,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1162,1,M,0.96,,4000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1163,1,M,0.96,,4500,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1164,1,M,0.96,,5000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1165,1,M,0.96,,5500,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1166,1,M,0.96,,6000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1167,1,M,0.96,,6500,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1168,1,M,0.96,,2600,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1169,1,M,0.96,,3000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1170,1,M,0.96,,3500,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1171,1,M,0.96,,4000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1172,1,M,0.96,,4500,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1173,1,M,0.96,,5000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1174,1,M,0.96,,5500,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1175,1,M,0.96,,6000,,,,,192,szt
259,CW 100 ULTRASTIL®,RIGIPS,1176,1,M,0.96,,6500,,,,,192,szt
260,UW 50 ULTRASTIL®,RIGIPS,1177,1,M,0.55,,3000,,,,,192,szt
260,UW 50 ULTRASTIL®,RIGIPS,1178,1,M,0.55,,3000,,,,,192,szt
260,UW 50 ULTRASTIL®,RIGIPS,1179,1,M,0.55,,4000,,,,,192,szt
260,UW 50 ULTRASTIL®,RIGIPS,1180,1,M,0.55,,3000,,,,,192,szt
260,UW 50 ULTRASTIL®,RIGIPS,1181,1,M,0.55,,3000,,,,,192,szt
260,UW 50 ULTRASTIL®,RIGIPS,1182,1,M,0.55,,4000,,,,,192,szt
261,UW 75 ULTRASTIL®,RIGIPS,1183,1,M,0.66,,3000,,,,,192,szt
261,UW 75 ULTRASTIL®,RIGIPS,1184,1,M,0.66,,3000,,,,,192,szt
261,UW 75 ULTRASTIL®,RIGIPS,1185,1,M,0.66,,4000,,,,,192,szt
261,UW 75 ULTRASTIL®,RIGIPS,1186,1,M,0.66,,3000,,,,,192,szt
261,UW 75 ULTRASTIL®,RIGIPS,1187,1,M,0.66,,3000,,,,,192,szt
261,UW 75 ULTRASTIL®,RIGIPS,1188,1,M,0.66,,4000,,,,,192,szt
262,UW 100 ULTRASTIL®,RIGIPS,1189,1,M,0.77,,3000,,,,,192,szt
262,UW 100 ULTRASTIL®,RIGIPS,1190,1,M,0.77,,3000,,,,,192,szt
262,UW 100 ULTRASTIL®,RIGIPS,1191,1,M,0.77,,4000,,,,,192,szt
262,UW 100 ULTRASTIL®,RIGIPS,1192,1,M,0.77,,3000,,,,,192,szt
262,UW 100 ULTRASTIL®,RIGIPS,1193,1,M,0.77,,3000,,,,,192,szt
262,UW 100 ULTRASTIL®,RIGIPS,1194,1,M,0.77,,4000,,,,,192,szt
263,CD 60 ULTRASTIL®,RIGIPS,1195,1,M,0.52,,2600,,,,,216,szt
263,CD 60 ULTRASTIL®,RIGIPS,1196,1,M,0.52,,3000,,,,,216,szt
263,CD 60 ULTRASTIL®,RIGIPS,1197,1,M,0.52,,4000,,,,,216,szt
263,CD 60 ULTRASTIL®,RIGIPS,1198,1,M,0.52,,4000,,,,,216,szt
263,CD 60 ULTRASTIL®,RIGIPS,1199,1,M,0.52,,2600,,,,,216,szt
263,CD 60 ULTRASTIL®,RIGIPS,1200,1,M,0.52,,3000,,,,,216,szt
263,CD 60 ULTRASTIL®,RIGIPS,1201,1,M,0.52,,4000,,,,,216,szt
263,CD 60 ULTRASTIL®,RIGIPS,1202,1,M,0.52,,4000,,,,,216,szt
264,UD 30 ULTRASTIL® ,RIGIPS,1203,1,M,0.35,,3000,,,,,192,szt
264,UD 30 ULTRASTIL® ,RIGIPS,1204,1,M,0.35,,4000,,,,,192,szt
264,UD 30 ULTRASTIL® ,RIGIPS,1205,1,M,0.35,,4000,,,,,192,szt
264,UD 30 ULTRASTIL® ,RIGIPS,1206,1,M,0.35,,3000,,,,,192,szt
264,UD 30 ULTRASTIL® ,RIGIPS,1207,1,M,0.35,,4000,,,,,192,szt
264,UD 30 ULTRASTIL® ,RIGIPS,1208,1,M,0.35,,4000,,,,,192,szt
265,C RIGISTIL,RIGIPS,1209,1,M,0.37,,3600,,,,,100,szt
265,C RIGISTIL,RIGIPS,1210,1,M,0.37,,4000,,,,,100,szt
265,C RIGISTIL,RIGIPS,1211,1,M,0.37,,3600,,,,,100,szt
265,C RIGISTIL,RIGIPS,1212,1,M,0.37,,4000,,,,,100,szt
266,U RIGISTIL,RIGIPS,1213,1,M,0.27,,3600,,,,,100,szt
266,U RIGISTIL,RIGIPS,1214,1,M,0.27,,4000,,,,,100,szt
266,U RIGISTIL,RIGIPS,1215,1,M,0.27,,3600,,,,,100,szt
266,U RIGISTIL,RIGIPS,1216,1,M,0.27,,4000,,,,,100,szt
267,CW 50 ULTRASTIL® Hydroprofil,RIGIPS,1217,1,M,0.73,,4000,,,,,192,szt
267,CW 50 ULTRASTIL® Hydroprofil,RIGIPS,1218,1,M,0.73,,4000,,,,,192,szt
268,CW 75 ULTRASTIL® Hydroprofil,RIGIPS,1219,1,M,0.84,,4000,,,,,144,szt
268,CW 75 ULTRASTIL® Hydroprofil,RIGIPS,1220,1,M,0.84,,4000,,,,,144,szt
269,CW 100 ULTRASTIL® Hydroprofil,RIGIPS,1221,1,M,0.96,,4000,,,,,72,szt
269,CW 100 ULTRASTIL® Hydroprofil,RIGIPS,1222,1,M,0.96,,4000,,,,,72,szt
270,UW 50 ULTRASTIL® Hydroprofil,RIGIPS,1223,1,M,0.55,,4000,,,,,192,szt
270,UW 50 ULTRASTIL® Hydroprofil,RIGIPS,1224,1,M,0.55,,4000,,,,,192,szt
271,UW 75 ULTRASTIL® Hydroprofil,RIGIPS,1225,1,M,0.66,,4000,,,,,144,szt
271,UW 75 ULTRASTIL® Hydroprofil,RIGIPS,1226,1,M,0.66,,4000,,,,,144,szt
272,UW 100 ULTRASTIL® Hydroprofil,RIGIPS,1227,1,M,0.77,,4000,,,,,72,szt
272,UW 100 ULTRASTIL® Hydroprofil,RIGIPS,1228,1,M,0.77,,4000,,,,,72,szt
273,CD 60 ULTRASTIL® Hydroprofil,RIGIPS,1229,1,M,0.52,,4000,,,,,54,szt
273,CD 60 ULTRASTIL® Hydroprofil,RIGIPS,1230,1,M,0.52,,4000,,,,,54,szt
274,UD 30 ULTRASTIL® Hydroprofil,RIGIPS,1231,1,M,0.35,,4000,,,,,48,szt
274,UD 30 ULTRASTIL® Hydroprofil,RIGIPS,1232,1,M,0.35,,4000,,,,,48,szt
275,CW 75 ULTRASTIL® AKU,RIGIPS,1233,1,M,0.83,,3000,,,,,90,szt
275,CW 75 ULTRASTIL® AKU,RIGIPS,1234,1,M,0.83,,3500,,,,,90,szt
275,CW 75 ULTRASTIL® AKU,RIGIPS,1235,1,M,0.83,,4000,,,,,90,szt
275,CW 75 ULTRASTIL® AKU,RIGIPS,1236,1,M,0.83,,3000,,,,,90,szt
275,CW 75 ULTRASTIL® AKU,RIGIPS,1237,1,M,0.83,,3500,,,,,90,szt
275,CW 75 ULTRASTIL® AKU,RIGIPS,1238,1,M,0.83,,4000,,,,,90,szt
276,CW 100 ULTRASTIL® AKU,RIGIPS,1239,1,M,0.93,,3000,,,,,72,szt
276,CW 100 ULTRASTIL® AKU,RIGIPS,1240,1,M,0.93,,3500,,,,,72,szt
276,CW 100 ULTRASTIL® AKU,RIGIPS,1241,1,M,0.93,,4000,,,,,72,szt
276,CW 100 ULTRASTIL® AKU,RIGIPS,1242,1,M,0.93,,3000,,,,,72,szt
276,CW 100 ULTRASTIL® AKU,RIGIPS,1243,1,M,0.93,,3500,,,,,72,szt
276,CW 100 ULTRASTIL® AKU,RIGIPS,1244,1,M,0.93,,4000,,,,,72,szt
277,UA 50,RIGIPS,1245,1,M,1.88,,3000,,,,,24,szt
277,UA 50,RIGIPS,1246,1,M,1.88,,3500,,,,,24,szt
277,UA 50,RIGIPS,1247,1,M,1.88,,4000,,,,,24,szt
277,UA 50,RIGIPS,1248,1,M,1.88,,4500,,,,,24,szt
277,UA 50,RIGIPS,1249,1,M,1.88,,3000,,,,,24,szt
277,UA 50,RIGIPS,1250,1,M,1.88,,3500,,,,,24,szt
277,UA 50,RIGIPS,1251,1,M,1.88,,4000,,,,,24,szt
277,UA 50,RIGIPS,1252,1,M,1.88,,4500,,,,,24,szt
277,UA 50,RIGIPS,1281,1,M,1.88,,3000,,,,,24,szt
277,UA 50,RIGIPS,1282,1,M,1.88,,4000,,,,,24,szt
277,UA 50,RIGIPS,1283,1,M,1.88,,3000,,,,,24,szt
277,UA 50,RIGIPS,1284,1,M,1.88,,4000,,,,,24,szt
278,UA 75,RIGIPS,1253,1,M,2.25,,3000,,,,,24,szt
278,UA 75,RIGIPS,1254,1,M,2.25,,3500,,,,,24,szt
278,UA 75,RIGIPS,1255,1,M,2.25,,4000,,,,,24,szt
278,UA 75,RIGIPS,1256,1,M,2.25,,4500,,,,,24,szt
278,UA 75,RIGIPS,1257,1,M,2.25,,5000,,,,,24,szt
278,UA 75,RIGIPS,1258,1,M,2.25,,5500,,,,,24,szt
278,UA 75,RIGIPS,1259,1,M,2.25,,6000,,,,,24,szt
278,UA 75,RIGIPS,1260,1,M,2.25,,3000,,,,,24,szt
278,UA 75,RIGIPS,1261,1,M,2.25,,3500,,,,,24,szt
278,UA 75,RIGIPS,1262,1,M,2.25,,4000,,,,,24,szt
278,UA 75,RIGIPS,1263,1,M,2.25,,4500,,,,,24,szt
278,UA 75,RIGIPS,1264,1,M,2.25,,5000,,,,,24,szt
278,UA 75,RIGIPS,1265,1,M,2.25,,5500,,,,,24,szt
278,UA 75,RIGIPS,1266,1,M,2.25,,6000,,,,,24,szt
278,UA 75,RIGIPS,1285,1,M,2.25,,3000,,,,,24,szt
278,UA 75,RIGIPS,1286,1,M,2.25,,4000,,,,,24,szt
278,UA 75,RIGIPS,1287,1,M,2.25,,3000,,,,,24,szt
278,UA 75,RIGIPS,1288,1,M,2.25,,4000,,,,,24,szt
279,UA 100,RIGIPS,1267,1,M,2.6,,3000,,,,,24,szt
279,UA 100,RIGIPS,1268,1,M,2.6,,3500,,,,,24,szt
279,UA 100,RIGIPS,1269,1,M,2.6,,4000,,,,,24,szt
279,UA 100,RIGIPS,1270,1,M,2.6,,4500,,,,,24,szt
279,UA 100,RIGIPS,1271,1,M,2.6,,5000,,,,,24,szt
279,UA 100,RIGIPS,1272,1,M,2.6,,5500,,,,,24,szt
279,UA 100,RIGIPS,1273,1,M,2.6,,6000,,,,,24,szt
279,UA 100,RIGIPS,1274,1,M,2.6,,3000,,,,,24,szt
279,UA 100,RIGIPS,1275,1,M,2.6,,3500,,,,,24,szt
279,UA 100,RIGIPS,1276,1,M,2.6,,4000,,,,,24,szt
279,UA 100,RIGIPS,1277,1,M,2.6,,4500,,,,,24,szt
279,UA 100,RIGIPS,1278,1,M,2.6,,5000,,,,,24,szt
279,UA 100,RIGIPS,1279,1,M,2.6,,5500,,,,,24,szt
279,UA 100,RIGIPS,1280,1,M,2.6,,6000,,,,,24,szt
279,UA 100,RIGIPS,1289,1,M,2.6,,3000,,,,,24,szt
279,UA 100,RIGIPS,1290,1,M,2.6,,4000,,,,,24,szt
279,UA 100,RIGIPS,1291,1,M,2.6,,3000,,,,,24,szt
279,UA 100,RIGIPS,1292,1,M,2.6,,4000,,,,,24,szt
280,Profil CD 60 specjalny C5M,RIGIPS,1293,1,M,0.52,,4000,,,,,48,szt
280,Profil CD 60 specjalny C5M,RIGIPS,1294,1,M,0.52,,4000,,,,,48,szt
281,Profil specjalny UD 30 C5M,RIGIPS,1295,1,M,0.35,,4000,,,,,48,szt
281,Profil specjalny UD 30 C5M,RIGIPS,1296,1,M,0.35,,4000,,,,,48,szt
282,Profil UW 50 nadcięty (do Riflex),RIGIPS,1297,1,M,0.55,,4000,,,,,192,szt
282,Profil UW 50 nadcięty (do Riflex),RIGIPS,1298,1,M,0.55,,4000,,,,,192,szt
283,Profil kapeluszowy,RIGIPS,1299,1,M,0.5,,4000,,,,,200,szt
283,Profil kapeluszowy,RIGIPS,1300,1,M,0.5,,4000,,,,,200,szt
284,Kątownik ściany szybu,RIGIPS,1301,1,M,0.47,,2000,,,,,1,paczka
284,Kątownik ściany szybu,RIGIPS,1302,1,M,0.63,,2000,,,,,1,paczka
285,Kątownik specjalny do sufitów przęsłowych,RIGIPS,1303,1,M,2.03,,2000,,,,,1,paczka
286,Profil specjalny UW,RIGIPS,1304,1,M,1.65,,2000,50,80,,,1,paczka
286,Profil specjalny UW,RIGIPS,1305,1,M,1.84,,2000,75,80,,,1,paczka
286,Profil specjalny UW,RIGIPS,1306,1,M,2.16,,2000,75,100,,,1,paczka
286,Profil specjalny UW,RIGIPS,1307,1,M,2.04,,2000,100,80,,,1,paczka
286,Profil specjalny UW,RIGIPS,1308,1,M,2.36,,2000,100,100,,,1,paczka
286,Profil specjalny UW,RIGIPS,1309,1,M,2.67,,2000,100,120,,,1,paczka
286,Profil specjalny UW,RIGIPS,1310,1,M,2.98,,2000,100,140,,,1,paczka
286,Profil specjalny UW,RIGIPS,1311,1,M,3.61,,2000,100,180,,,1,paczka
287,Profil CD 60 gięty KONKAV,RIGIPS,1312,1,M,0.52,,4000,,,,,1,paczka
287,Profil CD 60 gięty KONKAV,RIGIPS,1313,1,M,0.52,,4000,,,,,1,paczka
288,Profil nośny T24,RIGIPS,1314,1,M,0.35,,3600,,,,,1,paczka
288,Profil nośny T24,RIGIPS,1321,1,M,0.35,,3600,,,,,1,paczka
288,Profil nośny T24,RIGIPS,1325,1,M,0.35,,3600,,,,,1,paczka
289,Profil poprzeczny T24/32,RIGIPS,1315,1,M,0.3,,1200,,,,,1,paczka
289,Profil poprzeczny T24/32,RIGIPS,1316,1,M,0.3,,600,,,,,1,paczka
290,Profil poprzeczny T24/38,RIGIPS,1317,1,M,0.3,,1200,,,,,1,paczka
290,Profil poprzeczny T24/38,RIGIPS,1318,1,M,0.3,,600,,,,,1,paczka
290,Profil poprzeczny T24/38,RIGIPS,1322,1,M,0.3,,1200,,,,,1,paczka
290,Profil poprzeczny T24/38,RIGIPS,1323,1,M,0.3,,600,,,,,1,paczka
290,Profil poprzeczny T24/38,RIGIPS,1326,1,M,0.3,,1200,,,,,1,paczka
290,Profil poprzeczny T24/38,RIGIPS,1327,1,M,0.3,,600,,,,,1,paczka
291,Profil nośny T24 antykorozyjny ,RIGIPS,1319,1,M,0.5,,3600,,,,,1,paczka
292,Profil poprzeczny T24/38 antykorozyjny,RIGIPS,1320,1,M,0.45,,1200,,,,,1,paczka
293,Profil kątowy,RIGIPS,1324,1,M,0.2,,3000,,,,,1,paczka
293,Profil kątowy,RIGIPS,1328,1,M,0.2,,3000,,,,,1,paczka
294,Profil nośny T15,RIGIPS,1329,1,M,0.35,,3000,,,,,1,paczka
294,Profil nośny T15,RIGIPS,1330,1,M,0.3,,1200,,,,,1,paczka
294,Profil nośny T15,RIGIPS,1331,1,M,0.3,,600,,,,,1,paczka
295,Łącznik krzyżowy do profili CD 60 - konstr. 2-poz.,RIGIPS,1332,1,szt,0.05,,,,,,,1,paczka
296,Łącznik krzyżowy płaski do profili CD 60 - konstr. 2-poz.,RIGIPS,1333,1,szt,0.06,,,,,,,1,paczka
297,Łącznik poprzeczny do profili CD 60 - konstr. 1-poz.,RIGIPS,1334,1,szt,0.06,,,,,,,1,paczka
298,Łącznik wzdłużny do profili CD 60,RIGIPS,1335,1,szt,0.06,,,,,,,1,paczka
299,Wieszak bezpośredni „Klick-Fix” do profili CD 60,RIGIPS,1336,1,szt,0.03,,,,,,,1,paczka
300,Wieszak obrotowy z elementem rozprężnym do profili CD 60,RIGIPS,1337,1,szt,0.05,,,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1338,1,szt,0.01,,125,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1339,1,szt,0.03,,250,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1340,1,szt,0.05,,500,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1341,1,szt,0.08,,750,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1342,1,szt,0.1,,1000,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1343,1,szt,0.13,,1250,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1344,1,szt,0.15,,1500,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1345,1,szt,0.18,,1750,,,,,1,paczka
301,Pręt wieszakowy,RIGIPS,1346,1,szt,0.2,,2000,,,,,1,paczka
302,Uchwyt do profili CD 60,RIGIPS,1347,1,szt,0.04,,75,,,,,1,paczka
302,Uchwyt do profili CD 60,RIGIPS,1348,1,szt,0.06,,125,,,,,1,paczka
303,Uchwyt prosty do profili CD 60,RIGIPS,1349,1,szt,0.05,,75,,,,,1,paczka
303,Uchwyt prosty do profili CD 60,RIGIPS,1350,1,szt,0.06,,125,,,,,1,paczka
303,Uchwyt prosty do profili CD 60,RIGIPS,1351,1,szt,0.1,,200,,,,,1,paczka
303,Uchwyt prosty do profili CD 60,RIGIPS,1352,1,szt,0.12,,250,,,,,1,paczka
303,Uchwyt prosty do profili CD 60,RIGIPS,1353,1,szt,0.15,,300,,,,,1,paczka
304,Uchwyt elastyczny do profili CD 60,RIGIPS,1354,1,szt,0.04,,30,,,,,1,paczka
304,Uchwyt elastyczny do profili CD 60,RIGIPS,1355,1,szt,0.04,,45,,,,,1,paczka
304,Uchwyt elastyczny do profili CD 60,RIGIPS,1356,1,szt,0.05,,60,,,,,1,paczka
304,Uchwyt elastyczny do profili CD 60,RIGIPS,1357,1,szt,0.07,,90,,,,,1,paczka
305,Wieszak do poddaszy,RIGIPS,1358,1,szt,0.05,,180,,,,,1,paczka
305,Wieszak do poddaszy,RIGIPS,1359,1,szt,0.07,,250,,,,,1,paczka
306,Wieszak do sufitów,RIGIPS,1360,1,szt,0.09,,300,,,,,1,paczka
306,Wieszak do sufitów,RIGIPS,1361,1,szt,0.1,,350,,,,,1,paczka
306,Wieszak do sufitów,RIGIPS,1362,1,szt,0.11,,400,,,,,1,paczka
